item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q1331605,Q1331605$5079D604-B7CD-4477-8EFE-FE1A241487BC,P571,2007,Q1985727,2008,https://musicbrainz.org/artist/5bdb38bd-5c5b-4d0f-8901-8bbe1d7062d8,statement
Q1331669,Q1331669$9B7FDBC2-8722-4415-ABCA-36E8222D5D6F,P571,1966,Q1985727,1965,https://musicbrainz.org/artist/3c796728-9189-48fb-9ba2-e527ae02a4fe,statement
Q1347368,Q1347368$8A044F3C-9FAC-4F2B-876C-EC421F491D14,P571,1964,Q1985727,1963,https://musicbrainz.org/artist/30812d14-b477-4d2d-9a92-e3064a921093,statement
Q1379720,Q1379720$8E0BDE6C-9282-41E9-BB77-88B238AE9226,P571,1980,Q1985727,1976,https://musicbrainz.org/artist/c4be8a78-d4a8-4515-9759-5aa61162b197,statement
Q1385795,Q1385795$24BA7DA4-F462-418B-ACFA-A90731E87FE6,P571,2002,Q1985727,2004,https://musicbrainz.org/artist/160d505d-0930-47e5-9093-b7efd64c8b8d,statement
Q1397838,Q1397838$463B2D64-1C32-41CD-B362-3A7FE81B7120,P571,1983,Q1985727,1982,https://musicbrainz.org/artist/b5fe748c-28e4-409f-84d6-732555d27ce1,statement
Q1401383,Q1401383$D8A6009A-6AF9-4C86-A7E9-09CFECA3FF67,P571,2003-01-01,Q1985727,2003-05-01,https://musicbrainz.org/artist/fffaf9e6-8c54-43d3-b63a-071c619af644,statement
Q1413926,Q1413926$1BA16A28-9680-4597-94AE-70979E3943FE,P571,1972,Q1985727,1976,https://musicbrainz.org/artist/97c86b2c-2765-46a2-aef8-76a7e24c430f,statement
Q14159291,Q14159291$35220E85-8AC0-4BED-8B74-8A0186228E3F,P571,2009-01-01,Q1985727,2009-03-10,https://musicbrainz.org/artist/86ac890f-2a9e-4e51-8dd9-1a417e904d18,statement
Q14159757,Q14159757$96F01942-4D45-44F8-9852-AFCF4C671AFB,P571,2011-01-01,Q1985727,1987-03-19,https://musicbrainz.org/artist/a283af4e-84a8-4a4b-b5c9-6e403026b34a,statement
Q1417965,Q1417965$3F72EA67-5C53-497C-93B9-33C2CBC1E901,P571,1982,Q1985727,1983,https://musicbrainz.org/artist/faa76524-c57c-4303-843e-925f5aa02f87,statement
Q1418562,Q1418562$1E7A9C91-852D-4E55-B54C-49082ACCCF9A,P571,1976,Q1985727,1977,https://musicbrainz.org/artist/69e52560-c6ef-4380-9813-1bb407eeabd0,statement
Q1421042,Q1421042$3E80F857-F42F-4AA5-AF5F-6E812546CDF0,P571,1978,Q1985727,1977,https://musicbrainz.org/artist/62c2cd94-30a8-43ed-9d06-8f689111c69c,statement
Q1427200,Q1427200$3F6C8407-F486-47AC-AEB3-1CCEDCE6FC95,P571,1969,Q1985727,1970,https://musicbrainz.org/artist/d99a6247-94ab-4685-87df-572ba6ef44b7,statement
Q1427551,Q1427551$EA2AF5D1-E4A8-4C1D-8805-8AD9D5341FAA,P571,1968,Q1985727,1967,https://musicbrainz.org/artist/a4e31e59-e662-4cf4-bd4f-d7bf712bc21f,statement
Q1430984,Q1430984$9E15F204-C6A7-4F05-874E-D370E79D4052,P571,2007,Q1985727,2003,https://musicbrainz.org/artist/f1ec4765-e5da-4591-8b50-a8ff9627dda8,statement
Q1435045,Q1435045$F1D3E464-FA2C-4AE7-B0E0-F6E2F99686F2,P571,2007,Q1985727,2009,https://musicbrainz.org/artist/aeb522c9-441a-48fc-b701-9261b8c3898a,statement
