q_value,value1,value2
Q251381,ed755f3b-8d38-48ad-8740-149fba034840,1947-02-18T00:00:00Z
Q25147,0cd117b2-2e21-406d-80cf-5ce0a6065e37,1945-03-23T00:00:00Z
Q25153,fd090183-3fa6-4138-ae8d-3737571bb082,1950-02-12T00:00:00Z
Q25159,82462e70-bc00-43ba-8d96-734efa6e72ac,1973-10-09T00:00:00Z
Q25162,b9af8c12-952e-4895-ad24-3171aba3c2d4,1964-11-30T00:00:00Z
Q25178,2020a393-24f4-40ae-9def-d886aed6c6b2,1972-01-01T00:00:00Z
Q251926,96da4865-ac9f-4301-8b84-0cdf3719217a,1724-08-29T00:00:00Z
Q2521435,f7b59ffb-5e16-4eec-84a2-aac3e1c92007,1975-03-01T00:00:00Z
Q2521449,f09137fe-3170-4e9a-ae35-a7d7a246f458,1931-04-08T00:00:00Z
Q2526921,2f33e6b1-a48b-459d-95ee-89cab37c69ff,1958-01-25T00:00:00Z
Q2529708,a960d466-040e-4318-9dc3-0a0fa8d51b25,1953-07-14T00:00:00Z
Q2536286,c7dbfbed-47a6-482b-9cb2-45224e6babf2,1881-11-17T00:00:00Z
Q25403341,780e5185-a909-43e2-8414-4983c0709bb0,1896-03-03T00:00:00Z
Q25403582,ca7530d5-a28b-451f-bbff-516585bb6c72,1960-08-08T00:00:00Z
Q2551765,20e25c44-f061-407d-aa44-e748a8ec7f8a,1915-03-10T00:00:00Z
Q255593,e69cf971-de4e-4f44-9deb-799ef9348aa3,1919-04-16T00:00:00Z
Q25560176,4f249a17-19f1-4931-8a49-16b5e270bd69,1993-01-01T00:00:00Z
Q257339,6780e453-6429-4d59-b0a5-e52b5c79ed9a,1977-02-05T00:00:00Z
Q2574772,334b30fe-d54c-40c9-afb2-3cf38e2a31c0,1934-08-06T00:00:00Z
Q25748229,293c9319-8874-41b4-b358-7fee8592d682,1893-11-24T00:00:00Z
Q2575141,416eb244-90b2-4d36-97f7-10595911333c,1983-02-23T00:00:00Z
Q25768249,0245767f-6539-4bb4-b603-2da1557e1957,1922-10-06T00:00:00Z
Q2579580,33244aab-b969-4bd3-9e11-6befdcb3f184,1938-12-26T00:00:00Z
Q25883959,c7028b1d-553c-406b-bdd6-20e5d5f7d78a,1901-01-01T00:00:00Z
Q25883959,c7028b1d-553c-406b-bdd6-20e5d5f7d78a,1951-11-24T00:00:00Z
Q25915536,c235657a-1f17-4712-9a2c-8894bc74f4c8,1953-04-29T00:00:00Z
Q2592723,ed3bf931-db38-4488-a0a8-5c876730fe91,1922-01-01T00:00:00Z
Q25931895,704eeab7-da6b-4382-8cf8-d716af7a551c,2000-10-10T00:00:00Z
Q2603303,04bf88d0-9f63-4fa3-af13-eae1934c4c48,1970-01-05T00:00:00Z
Q2603303,04d82d83-8cf5-429b-8ed2-9cbf098bd72f,1970-01-05T00:00:00Z
Q2603303,810cb5c9-137d-4848-be13-7f99391ad6c2,1970-01-05T00:00:00Z
Q26034812,fde6cb8f-2e7d-4287-9b4a-b72cbd814c22,1995-09-11T00:00:00Z
Q2604,4122f615-3303-4141-88f0-10fddea75a85,1876-03-02T00:00:00Z
Q260947,4573d556-ce21-4d49-943d-4f1dde6198f6,1971-04-26T00:00:00Z
Q2609758,dcce8d9c-6dff-4bfd-8811-d0ffee17721e,1937-03-12T00:00:00Z
Q26155014,889cafe2-e6c4-4e95-be86-c98aa6dfb89b,1993-03-16T00:00:00Z
Q2618109,9de731f6-bca7-4d97-8963-21677ef0f41b,1935-12-30T00:00:00Z
Q2619546,0907c476-46f7-4259-ba15-931725028d89,1910-05-03T00:00:00Z
Q2619703,9851d10b-291d-41fb-a6dc-05194f75530b,1880-04-11T00:00:00Z
Q2622053,25f3313c-9739-46b1-bac7-3157942c7619,1983-09-13T00:00:00Z
Q26221110,17bc3221-1459-46f7-83fc-59ed1034d250,1967-08-05T00:00:00Z
Q26253766,74fd7666-133e-4831-9a79-ef413c5f578f,1979-01-01T00:00:00Z
Q26261176,91575f05-138e-4e53-8dd3-75dc02bc4bfc,1956-11-14T00:00:00Z
Q2626720,b01a672c-ab26-4d8e-a283-a3f271f597b6,1961-08-26T00:00:00Z
Q2631069,7bf70168-f9e0-4adc-a04f-de84b1cf1c8a,1964-04-23T00:00:00Z
Q2631343,aec97ca3-8370-46a0-9ee3-e750445e57b1,1902-03-29T00:00:00Z
Q2633541,d27258dd-d200-4e5c-95c6-62e57c63ff3f,1967-06-07T00:00:00Z
Q263442,1fe5f1ab-38c8-4b5e-866b-45499bd900e6,1945-08-23T00:00:00Z
Q263621,9ace3c39-0a36-4193-948d-f96b79d24295,1943-05-20T00:00:00Z
Q2637190,d14a5c9c-3a80-4ddb-930b-2c7f56c520e4,1967-01-01T00:00:00Z
Q2639328,feb724a6-45ab-4802-815d-a2f649794e33,1966-04-01T00:00:00Z
Q2639415,adf74d78-1b6f-450d-b67f-62dcc73bbabf,1962-03-04T00:00:00Z
Q2640524,022495ec-fe39-48b8-a6c9-2deba63fc9d6,1912-09-11T00:00:00Z
Q2640524,022495ec-fe39-48b8-a6c9-2deba63fc9d6,1913-09-11T00:00:00Z
Q2641060,b425659f-2a08-4df2-8f57-c1a7db3aa592,1973-01-01T00:00:00Z
Q2641063,2a44268d-709f-4f57-a01c-0cc95f783b06,1950-01-31T00:00:00Z
Q2641098,76335a6e-853b-4ca0-8fcc-a583d5239d56,1962-01-01T00:00:00Z
Q2641158,a6c60e03-7d47-428e-bcc3-d1d5719719ff,1960-01-01T00:00:00Z
Q2641178,7de381b4-639f-40f7-8575-76b9c1e556ff,1972-01-01T00:00:00Z
Q264653,2af1066a-6f9e-4633-a2a1-f04bc6f70a6e,1907-06-07T00:00:00Z
Q264672,13b48976-a293-400a-9380-5b3664cbaef4,1952-07-21T00:00:00Z
Q264672,6c9e5ac9-5432-450c-81d2-39121ccff9b4,1952-07-21T00:00:00Z
Q265139,7f6f3bbe-2bf1-444f-8cc5-5052ea9abc42,1934-12-15T00:00:00Z
Q265508,b0d037e8-00c8-4e37-aeec-58422ed345aa,1954-12-16T00:00:00Z
Q2655681,93a2e4d8-cd42-48fc-a50c-204bc1180aaf,1894-04-02T00:00:00Z
Q265740,b3eb9512-3a89-459d-beb5-c4925a0325cf,1910-03-25T00:00:00Z
Q266097,b389890c-72cc-4e3f-8312-29bf7a08117d,1920-06-04T00:00:00Z
Q266312,0389214f-8e19-4c90-b896-ed2d1824c7a3,1969-01-01T00:00:00Z
Q266617,3e038574-7691-4941-9e81-d06aff92a49f,1946-04-10T00:00:00Z
Q266640,feeef0f7-33d3-4df7-a269-f811489a4125,1943-06-18T00:00:00Z
Q26759576,6a85cd41-1787-444f-acc1-312a7c102a82,1921-01-01T00:00:00Z
Q267617,0459517d-082f-4983-b7eb-5680d3913cb4,1963-06-07T00:00:00Z
Q26822815,38dd5935-cdc4-47e9-b61d-e7d43a8f711b,1951-12-25T00:00:00Z
Q26838639,f3eb7178-c03e-4a10-900d-25f3d61f0ee4,1915-05-03T00:00:00Z
Q2684046,438c868e-e873-47cd-9e48-e074ac75a4c5,1971-03-03T00:00:00Z
Q26864001,3c6ff7ba-ba39-442e-8d03-67b0b85ddeba,1992-09-04T00:00:00Z
Q26897008,dcce18d6-a2ea-47cd-b5c7-67ca6116bed4,1972-03-09T00:00:00Z
Q2695292,6aa8a023-62a1-47f9-93cd-e7096ba7d366,1948-09-13T00:00:00Z
Q26972358,ca331e6c-df83-42bf-916b-61745551be35,1981-01-07T00:00:00Z
Q26972419,06f827f6-95a4-4550-905f-0fb77c9b4907,1970-01-01T00:00:00Z
Q26972593,181d6226-24c6-40b4-8a1a-0dea1cb93c2d,1931-04-29T00:00:00Z
Q26978747,9376f5f6-3d09-472c-b8f3-8137e949afde,1990-05-03T00:00:00Z
Q270070,9d667b0b-d3d2-4fdd-8a91-a5be0c43f7b3,1980-11-25T00:00:00Z
Q27038695,6753e49e-07c3-4c99-b97f-de9f8d2f4241,1912-09-08T00:00:00Z
Q2704206,19bad456-68df-4be4-a8f3-c016b11799e1,1954-04-04T00:00:00Z
Q2704776,c6ac51a4-e2ed-4d23-bd61-99b2130fd729,1940-05-25T00:00:00Z
Q2704786,6da4c420-457d-4ebd-83be-254e46e5256c,1980-03-07T00:00:00Z
Q27048749,30d0edef-1f44-4c7e-b4ad-24b0aa5e41de,1999-09-27T00:00:00Z
Q270662,f1b60091-96a3-49d5-a2c9-563a24ea8840,1911-07-07T00:00:00Z
Q27078224,196cf1f9-f28b-4cbb-8cbc-ab347df75c94,1978-07-19T00:00:00Z
Q27078251,e726f642-144d-46ce-93c0-78c4e94d4826,1976-12-04T00:00:00Z
Q27092862,33978d76-c8e3-4c5d-a97f-1659ba414478,1991-07-24T00:00:00Z
Q27113735,75ba4ee9-6c43-4fe2-8299-6edee85f6f34,1928-01-01T00:00:00Z
Q2713078,95b075d4-8955-45ab-b622-57fca6125a69,1924-10-03T00:00:00Z
Q2713218,fac0aced-486a-471c-b3f1-4f5a425f1857,1934-02-18T00:00:00Z
Q271346,a0d8d88d-718d-43d5-9d90-d850b157e31c,1936-03-21T00:00:00Z
Q2713542,8db88a7e-4aae-4f95-a286-583cc36e68c0,1957-05-14T00:00:00Z
Q2713542,8db88a7e-4aae-4f95-a286-583cc36e68c0,1960-05-14T00:00:00Z
Q271423,1db2abba-275c-4f89-83fe-2cc909ce6e06,1973-05-10T00:00:00Z
Q2714513,74e866ab-b808-47bf-bd93-fbc7a3eb1db2,1929-03-15T00:00:00Z
Q271505,efb3bb55-5097-4d78-9564-2792d99ea845,1984-08-15T00:00:00Z
Q2716238,d2d07d32-cbfb-43e3-b49b-5203baa13366,1959-06-29T00:00:00Z
Q2716244,3dc399a5-0a32-465c-883c-3e222a48ae64,1989-11-14T00:00:00Z
Q27176442,391d39bb-0bf5-4a88-a59d-be08755475ad,1938-06-16T00:00:00Z
Q272409,7395adff-5b8c-4aad-898e-b4f41e6db0fc,1964-06-28T00:00:00Z
Q272648,5915ded1-db1a-42d5-9c69-b5f2db8f7ca1,1953-11-17T00:00:00Z
Q27267708,12596207-a46c-4065-8881-82322d6de2cb,1892-07-24T00:00:00Z
Q2743080,7055626b-1f22-455d-a3d7-ec603a73d8dc,1956-01-01T00:00:00Z
Q274314,1a3128f4-87e0-4995-8065-145ce85d1d7e,1968-07-15T00:00:00Z
Q274547,3f5300ec-bc37-465d-be68-8291e057e755,1950-09-29T00:00:00Z
Q274807,372ab0d6-5f4c-4bfb-a66f-4db43a613a5f,1951-01-30T00:00:00Z
Q2748386,46f7df13-990a-4e0e-9683-0cbf89ba7a4a,1953-08-13T00:00:00Z
Q2750627,04af3c16-58bc-43df-88a4-13ff3b43bb9d,1885-08-16T00:00:00Z
Q275078,0e904f35-f5a7-4350-86b3-268a9acff7c5,1950-12-24T00:00:00Z
Q275091,5b61a590-638e-404f-acba-e3a1c77c72e2,1964-11-30T00:00:00Z
Q2751150,79e6e165-714a-4737-a72f-8200d31636c4,1958-09-30T00:00:00Z
Q275338,930ac5f2-1abc-4214-b9b4-a0ee083d3341,1920-07-28T00:00:00Z
Q275338,930ac5f2-1abc-4214-b9b4-a0ee083d3341,1923-07-28T00:00:00Z
Q275355,2a9b693b-70ba-4335-b45e-9b0046329450,1985-01-02T00:00:00Z
Q275449,694f11da-339b-4a9b-89ec-2eb90439ec8a,1960-07-19T00:00:00Z
Q2754547,bb711162-e27d-487f-b053-87c51ed9b301,1949-01-01T00:00:00Z
Q2755019,650793b4-94f8-47fb-b6c9-752c94486b75,1934-11-13T00:00:00Z
Q2755051,6640d654-4b8f-48ed-883c-e064a0a48861,1945-10-06T00:00:00Z
Q2755221,75635f63-b68d-4952-b35a-ebb6a1c3c690,1908-12-01T00:00:00Z
Q2755363,a998b5dd-ec5e-4eaa-a622-08ffe84e7d32,1924-12-09T00:00:00Z
Q2755833,4cf7b631-89c8-4802-ae56-e47cf1aeb14a,1928-12-22T00:00:00Z
Q2755854,de1abb03-bfe4-41a4-b98d-37dfd87fa412,1909-07-17T00:00:00Z
Q2755859,f92a8cbb-e0a2-42a0-9b4a-de20305f424f,1884-05-05T00:00:00Z
Q2756232,15157771-d60c-4b0a-903c-f960cd47604f,1885-08-09T00:00:00Z
Q27566989,9ee193ae-b5ed-4471-8304-69a9b36b4232,1986-06-05T00:00:00Z
Q27571831,1ebdd79b-0209-445c-b492-448f433653e3,1938-05-09T00:00:00Z
Q27574631,47eb26b9-33e5-4d9e-ae52-51479691e597,1981-01-01T00:00:00Z
Q275939,cf07508b-4762-4650-990a-23376e023f55,1963-03-27T00:00:00Z
Q275979,be774ba5-ae31-40ab-add7-7bf45b078c17,1912-08-18T00:00:00Z
Q275985,dd681ec2-e4eb-40b5-a0dc-f0d10aaf5037,1916-07-14T00:00:00Z
Q276038,eb458ad6-7070-47af-ad92-968ea0b9dce2,1941-07-28T00:00:00Z
Q2765580,53b52d26-ae44-467d-ab67-8aab60de2253,1953-06-16T00:00:00Z
Q27683931,2380d705-1af6-4fab-b408-d9c095806a46,1992-12-07T00:00:00Z
Q27735452,99930344-ae6d-4b21-8ed0-884067f4cfe0,1959-01-01T00:00:00Z
Q27827051,1a8f112c-424d-47f9-aa02-a599f7c89530,1904-03-14T00:00:00Z
Q27832240,5ae8e4e4-cedd-4dff-ae1f-fcdf9a31ab2b,1973-04-09T00:00:00Z
Q27835106,9c80e0cb-02d9-4184-a3d2-1fd66c306811,1972-01-02T00:00:00Z
Q27862230,a679c90b-5e63-4d4c-ba71-53516d41eb80,1962-01-01T00:00:00Z
Q27862994,7cdaa390-e59e-4436-b6e8-97e25df7aa6f,1870-07-15T00:00:00Z
Q279368,0eb89e0b-adee-4175-b1f0-55a3531937be,1966-12-25T00:00:00Z
Q27949220,a8b6422b-600a-4794-94e6-3acc04eb1672,1937-04-08T00:00:00Z
Q27956144,f817d8b6-4dbf-48b6-93d6-96e33f0d1cca,1959-01-01T00:00:00Z
Q27961328,b339ad80-cba9-4846-9b71-04c5a22e6903,1982-03-14T00:00:00Z
Q27966379,dbbd2d9e-c8bd-456d-a164-8dbf801eb904,1907-04-18T00:00:00Z
Q27966379,dbbd2d9e-c8bd-456d-a164-8dbf801eb904,1907-04-19T00:00:00Z
Q27987033,52c088a7-30f2-4f2b-ad34-f643e26eee07,1983-07-06T00:00:00Z
Q28008379,4709c2c3-cbc2-4bdc-b0d5-600e62c0534c,1871-06-21T00:00:00Z
Q28030692,671f56be-6e95-474f-aa3a-0cbef947e894,1925-01-01T00:00:00Z
Q28037234,32e405e4-c07e-4920-b0d7-696611156ae4,1995-12-20T00:00:00Z
Q28053409,6ee8d1b6-3e6b-4d4c-85c6-45d8b1428399,1980-01-01T00:00:00Z
Q28054755,018f7639-5c33-4b8f-8a39-8509738ad7c7,1985-11-03T00:00:00Z
Q28058653,5ab0259c-1fc4-40a6-8c8e-5b5c6594e055,1935-09-14T00:00:00Z
Q28058720,d1624cbb-aa83-4729-9ff1-57ad48550d42,1891-11-09T00:00:00Z
Q280939,4188e825-a42b-4bff-9dcd-862bf22112eb,1973-08-13T00:00:00Z
Q28097790,58de2d52-c4be-4a94-a81c-85cd8d500f45,1981-09-20T00:00:00Z
Q28112055,97f65e21-c8d3-4eb6-8c2b-9bef96bf637d,1997-02-15T00:00:00Z
Q28112142,1173d16e-f410-4e12-b718-74b4e3040a2d,1986-10-10T00:00:00Z
Q28113685,cb0e7751-ef0c-48b4-9cf6-2d3d41f976b1,1993-05-21T00:00:00Z
Q2813401,c3fd235e-530f-48fa-9d4c-13b0fd505a53,1911-04-06T00:00:00Z
Q28145328,3732b4a3-1acd-47b6-90a5-aaa2d276b2f6,1930-08-03T00:00:00Z
Q2816059,d60cfc45-ad65-4e33-b78b-36028a38548b,1947-06-05T00:00:00Z
Q2816288,996880c8-2df0-46d0-aa44-efe590e64085,1937-03-13T00:00:00Z
Q28239909,b06aca26-9577-4852-84b0-eb7174d61633,1972-07-08T00:00:00Z
Q282607,948ef6b1-a376-4b19-9305-88992311675c,1913-12-28T00:00:00Z
Q283123,b90ea1ee-6287-413b-b91c-30ced66b2c00,1892-03-09T00:00:00Z
Q2831441,5f55c189-830c-4f2e-9e87-40e54bc7cc45,1956-04-23T00:00:00Z
Q2831441,62c977ed-e00d-49a9-8b4b-951cbc7e1971,1956-04-23T00:00:00Z
Q2831792,cadad9ab-486b-4919-8288-de99c3002fa0,1921-06-19T00:00:00Z
Q28318947,7b12177f-d81b-40ca-9816-22c68c390bfd,1923-04-21T00:00:00Z
Q283237,c451aa54-0533-412a-8772-fac4cc2f4cd2,1972-10-29T00:00:00Z
Q2832851,e9745bc5-c9f3-4d2d-993a-f452b748b096,1972-09-26T00:00:00Z
Q2835619,c846e604-be1d-470a-81c8-6b914d41a13d,1921-02-18T00:00:00Z
Q28358617,a75d0beb-3ec2-42b5-a881-cfb5b2087f77,1908-12-18T00:00:00Z
Q28374172,da21f6f4-f30c-45a0-9e77-20e7e9eae95a,1956-02-26T00:00:00Z
Q2837811,fdcfe3d3-73db-432d-8a34-10540ded35fb,1953-01-01T00:00:00Z
Q28378615,673ea7f5-5776-4e2f-bd32-9f32e3e44bfd,1972-05-31T00:00:00Z
Q284248,94832e33-16f7-46bb-84de-8d8386161a67,1932-01-01T00:00:00Z
Q2842654,3636e67d-1182-47af-ac84-f9fdb90d7e0c,1958-01-01T00:00:00Z
Q2842824,fe9c64fa-675a-4351-a6ab-9bc4e350862c,1978-01-05T00:00:00Z
Q2846335,40be9fef-997c-41e9-92ca-8722badc74d7,1968-01-01T00:00:00Z
Q2846375,499b2730-fb61-4860-acf6-2a69bb08d8c9,1901-12-16T00:00:00Z
Q2846406,5f34a9e4-9e93-420e-9e36-ea919f58f422,1971-03-23T00:00:00Z
Q2849453,0abe158e-d7d7-431d-87b7-d5eec2dbf1d8,1945-01-26T00:00:00Z
Q2849470,b2c6647a-2571-42aa-a31d-31273dfbd942,1913-10-20T00:00:00Z
Q28497928,8fd8bc44-0b5c-4eaa-8efe-f5d143f0c471,1934-10-29T00:00:00Z
Q2849893,135c3615-e3be-43c5-b128-96471db351b3,1982-11-27T00:00:00Z
Q2850715,d60d4edc-1b8f-48be-8eeb-2ada05e45c54,1985-08-05T00:00:00Z
Q2851297,f492860c-7ed8-47fc-9aba-e977c1917a99,1940-01-20T00:00:00Z
Q285339,aa178492-e346-4e37-8dc5-184c0b677f57,1923-08-20T00:00:00Z
Q28542226,418601ee-6618-40f2-93fd-82461aae9449,1933-01-01T00:00:00Z
Q28542506,b75eaff5-82c4-4780-88b1-dd57174a9435,1903-01-01T00:00:00Z
Q285431,33274d60-197b-4993-bd60-28c6f939f3f5,1927-05-01T00:00:00Z
Q285431,33274d60-197b-4993-bd60-28c6f939f3f5,1934-05-01T00:00:00Z
Q28549389,e20e1910-d50c-43ba-8153-40db94becabc,1918-01-17T00:00:00Z
Q2855108,98087d60-c354-477e-aedc-590e68ef2a38,1976-12-27T00:00:00Z
Q285543,28d0d673-faf9-4b86-bb35-976cba3c76a4,1962-12-30T00:00:00Z
Q2857185,9a1ba03d-ced3-4ca9-aff5-57744112e1a5,1936-03-30T00:00:00Z
Q2857288,ae12cbe3-c9ce-4c87-8b20-43173ca36830,1956-01-01T00:00:00Z
Q2862076,2ed63b7d-9983-4bb5-bafb-969cc3c36d55,1959-01-01T00:00:00Z
Q2862080,050f134f-bcbb-4231-9652-412e375f7594,1944-01-24T00:00:00Z
Q286547,e32f2cd6-8695-4914-9c24-72e02ebd09ee,1954-09-26T00:00:00Z
Q28654876,7276c5c4-24c7-4e98-8afd-f401700cd790,1974-03-10T00:00:00Z
Q28659677,c980242f-6a74-476a-845b-58b78d6facf9,1965-04-17T00:00:00Z
Q2866345,9db63bc5-d581-4995-849a-583b940fa98d,1972-06-01T00:00:00Z
Q286670,091f9699-4dae-44e4-867c-e32819a0ffed,1691-06-17T00:00:00Z
Q28702201,6b1258eb-f08e-49af-ac70-0bbd7a1ffe43,1966-11-17T00:00:00Z
Q28739657,540722f1-35b5-4a8c-82e9-5c80ff4c1be5,1938-06-05T00:00:00Z
Q28745407,b357846e-da7f-4bb4-94ed-111fffa0b9a9,1996-12-23T00:00:00Z
Q28792408,211aa0ef-0d9f-4047-9d23-58e9f76b03ab,1917-01-01T00:00:00Z
Q287932,291919e3-0eb4-4636-95a9-9ff0f958f512,1979-04-17T00:00:00Z
Q287976,be77c650-9383-4091-8646-f98ecf7f6643,1944-02-12T00:00:00Z
Q28799089,b9b2f914-a69c-4acf-945e-1bd80392020d,1997-04-18T00:00:00Z
Q28801758,29fba9e9-c198-467a-9ec6-8ac33c4e14bb,1963-01-01T00:00:00Z
Q28801793,04720b82-e635-4afc-81c9-fc6b011a73ac,1975-10-08T00:00:00Z
Q28801798,c5b83d1c-c8c5-4e01-acab-5cd4caed00e0,1971-05-02T00:00:00Z
Q28801800,e8bdf82f-4354-4407-ad8a-45e895557341,1987-03-26T00:00:00Z
Q288040,71a0089d-aec0-4780-9ef8-d59ce414b41e,1934-03-22T00:00:00Z
Q288076,9ee6f042-2dd1-4a09-91d0-b56b4fd2a0c5,1932-07-08T00:00:00Z
Q288157,99f2edab-2b5c-4845-a39f-bc1279088843,1963-09-19T00:00:00Z
Q288217,76936ccb-e0e2-412f-ad5c-ba51a626e5ba,1926-03-25T00:00:00Z
Q288217,e592c35e-86f5-4d90-9a3e-c5261031413d,1926-03-25T00:00:00Z
Q28857097,3ae598cf-2b36-428f-bc51-e4643d727370,1911-03-03T00:00:00Z
Q28872539,bd425468-4277-403a-94a5-4a01916814bf,1938-06-09T00:00:00Z
Q2891989,94078d52-b5b2-43e4-9267-072a18c86045,1945-03-25T00:00:00Z
Q28921570,87e1f4d4-675b-4b33-9389-9887de379b61,1918-07-09T00:00:00Z
Q289397,10ad49f0-eeec-4353-849a-4f4e96b46acb,1925-06-28T00:00:00Z
Q28945667,ed61e503-6edc-4125-9a6f-0d9985a861f6,1922-04-19T00:00:00Z
Q28959235,062540d2-efb1-455a-85eb-b84cc931a8dd,1893-12-20T00:00:00Z
Q289629,0939309b-358a-4a9d-9c4f-9da442e2a71c,1864-08-18T00:00:00Z
Q289993,281626b4-a02c-46dc-a1f7-240c5510286c,1931-12-23T00:00:00Z
Q290269,3929d2cf-ff7d-4686-9dd6-d1629a062e2e,1905-05-05T00:00:00Z
Q290269,3929d2cf-ff7d-4686-9dd6-d1629a062e2e,1906-05-11T00:00:00Z
Q29043621,5419adf9-a417-41ae-beff-20162f7c7f68,1950-01-01T00:00:00Z
Q290491,3e2307a2-3570-4bda-9b2e-3acd430efea6,1948-12-09T00:00:00Z
Q29082362,12ac6bc0-9ef4-4a12-9cab-415171bf23d2,1985-03-11T00:00:00Z
Q29105363,1759c99c-26d6-4386-8fab-33a2a1a62c7b,1966-01-01T00:00:00Z
Q2914162,1fde5d6a-c799-43a4-8983-e3e812efdec4,1957-07-25T00:00:00Z
Q291577,35d0c529-ef81-4246-bfa4-10a053cf9ee9,1972-06-06T00:00:00Z
Q2916502,3c73f9b7-6e89-422e-af12-6888ef4c9e93,1881-06-01T00:00:00Z
Q29188051,477dad56-0ba1-4e2f-b805-b824b771a11b,1990-08-09T00:00:00Z
Q2920338,688821d9-200a-4697-aeb6-87a445cf0022,1956-10-01T00:00:00Z
Q293117,a3e60c4a-6873-4617-940d-d2186dcc4e0e,1940-08-15T00:00:00Z
Q29383876,7b32b547-a035-495c-8a1d-8299618bfd3f,1913-10-21T00:00:00Z
Q2939181,5fdda12b-51e2-4485-93d1-6def417347a8,1953-04-15T00:00:00Z
Q2939203,e953a2a2-576a-47a9-ab04-f8c8aca726c9,1960-01-01T00:00:00Z
Q2939218,9dda010f-e542-42eb-8768-51c6304e4afe,1964-01-01T00:00:00Z
Q2940029,ae4aa03b-b1d7-4c2a-8cda-6b0cae637180,1905-03-22T00:00:00Z
Q294826,e3d1c4a4-d64e-4afa-9fc7-264fb871d0e0,1867-08-28T00:00:00Z
Q29556241,0d688289-5d25-4226-b637-1589cd4c394d,1966-11-21T00:00:00Z
Q295589,7aa33b80-8241-42af-994d-001527771e02,1958-01-25T00:00:00Z
Q29576993,dace249d-794e-4372-8f15-2fe5134bd6ed,1961-01-01T00:00:00Z
Q296265,80cdd428-4201-4c9b-85b4-6b167ce8166b,1457-01-01T00:00:00Z
Q29635940,c7fb44d7-cd4d-4b7e-8c11-fb80a78ced08,1980-02-26T00:00:00Z
Q29636022,679ef4b3-263d-4cbc-a9de-eff11960ea0f,1992-08-13T00:00:00Z
Q29647594,843e84d3-ab9d-4326-be7f-f052efa367d5,1907-10-28T00:00:00Z
Q2978426,c0ae510c-504b-40e0-8380-910ac7faaf78,1965-01-01T00:00:00Z
Q29846477,363843a5-9527-44d7-af3a-08cd37cdff79,1902-09-11T00:00:00Z
Q29857017,5f0e26b5-775d-42c6-aae3-b6d5789a10b6,1995-07-30T00:00:00Z
Q29871045,fe2a38fb-7a8d-4840-b0eb-d9bed9d3a6e4,1986-04-10T00:00:00Z
Q2990358,ceb214fe-a6a5-49c3-a665-0a7f329b0c13,1950-06-03T00:00:00Z
Q299211,b510c209-2159-418c-8a12-7d3d7e6635be,1922-07-02T00:00:00Z
Q299780,35b5ed1e-9ce3-4b34-b7bd-7be175f4e570,1979-01-14T00:00:00Z
Q29995023,1391b5df-6ffd-4853-b009-e0bbc61713bb,1941-02-01T00:00:00Z
Q30023021,f4a56761-f5b6-4d20-b54d-30d7f6b7db46,1983-01-01T00:00:00Z
Q3002888,6d4607a1-5032-4628-b69d-1911da459e29,1972-03-21T00:00:00Z
Q30062989,9cedb795-9d30-4bb3-9d1f-3e0366aa3e13,1992-02-04T00:00:00Z
Q30076172,df936c1b-904b-44ef-9da3-81db3caeba55,1930-01-01T00:00:00Z
Q30076184,58e0e5bc-8a54-4068-81a3-4a3918d01819,1981-06-26T00:00:00Z
Q30076224,4b8edae9-c5ab-46db-9ad8-4fc24a7e86b7,1932-07-03T00:00:00Z
Q3011273,56a78686-ddd7-47a9-aa88-5604a092e83a,1972-12-09T00:00:00Z
Q30122925,9464540f-7137-4815-9db8-141d1dac82c8,1976-10-07T00:00:00Z
Q3014938,cc08a17b-fd67-4377-a048-c6e43c1fc5b3,1961-01-26T00:00:00Z
Q3018245,ce37dca3-f3ce-401d-b74e-e672340ceda2,1952-05-18T00:00:00Z
Q3018369,eefd477e-234c-4549-a602-4649f29ef4a1,1916-11-22T00:00:00Z
Q3019090,ab824370-30f2-4909-9cd3-7f9b5b89695d,1974-04-02T00:00:00Z
Q3019093,b4c6539b-7d26-439f-a585-b1ddda059ed5,1953-01-01T00:00:00Z
Q3026143,5784a146-403a-4d08-b3a3-4c7f15e1e106,1963-06-12T00:00:00Z
Q3035154,17d2927a-8198-4edf-be46-880549a6da83,1979-08-07T00:00:00Z
Q3036952,3c7cd841-4a89-40e8-af69-a916efa4f715,1963-05-28T00:00:00Z
Q304229,1eb83ccc-c448-4a54-b453-33d939093173,1972-04-07T00:00:00Z
Q3048239,21eba631-02f2-49a1-a717-0472800289bd,1954-04-25T00:00:00Z
Q3051113,683fb525-ac40-4238-ab30-14b709bbfd42,1954-04-03T00:00:00Z
Q3052413,75928186-26b1-48bc-9756-1bd925150853,1965-11-06T00:00:00Z
Q30554515,9ebcadfa-336b-419f-aa2d-1a0518f36cdf,1983-06-25T00:00:00Z
Q3055545,07496c50-adce-4d23-87d1-2d021815719e,1893-08-18T00:00:00Z
Q3055545,07496c50-adce-4d23-87d1-2d021815719e,1893-08-19T00:00:00Z
Q3059393,260ea151-2ea4-442c-9b1f-2144f65b1536,1915-09-24T00:00:00Z
Q3059600,99689dd2-6aa8-49fe-9387-1039befb9ad3,1947-03-16T00:00:00Z
Q3064008,673fc134-21a6-4f72-b067-165d4231a595,1958-02-05T00:00:00Z
