item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q1414370,Q1414370$0F8E2F48-44CD-4768-B32F-C0F413AA1939,P570,2008-02-21,Q1985727,2008-02-22,https://musicbrainz.org/artist/026d88c0-b368-40e1-8e5a-4454cf690b3c,statement
Q1440755,Q1440755$D8CA3A76-AA92-46F9-9640-DA629E42F932,P570,2013-08-15,Q1985727,2013-08-16,https://musicbrainz.org/artist/e202854b-a3f9-422f-ba03-f12a90f6cf6e,statement
Q1441058,Q1441058$586C2B89-E8CB-47EA-ACE9-CB4800752ED9,P570,1946-02-15,Q1985727,1946-02-07,https://musicbrainz.org/artist/fe782239-7537-44bb-9f13-0451a69d8ea8,statement
Q1447805,Q1447805$27B033C4-5F35-4283-AF21-2776B977A9F0,P570,1991-02-16,Q1985727,1991-12-16,https://musicbrainz.org/artist/15ff1b37-00fd-4766-baf6-9ce98811f8f3,statement
Q1453505,Q1453505$8D959412-4714-47AB-88DC-895A0E924757,P570,2000-01-01,Q1985727,1945-03-29,https://musicbrainz.org/artist/6ec9addf-c885-44e2-8349-9e081e889647,statement
Q1461133,Q1461133$A89335A9-2AE5-4686-AA6F-96C870FA942A,P570,1979-05-15,Q1985727,1979-05-25,https://musicbrainz.org/artist/eb219b30-4210-4b66-82ce-3f294fdb395a,statement
Q1468321,Q1468321$3804f9e9-4808-4c32-b659-0baf12e93834,P570,1990-02-14,Q1985727,1980-02-14,https://musicbrainz.org/artist/34f9a184-6aea-4bfc-babc-491289c662ff,statement
Q1468321,Q1468321$3804f9e9-4808-4c32-b659-0baf12e93834,P570,1990-02-14,Q1985727,1980-02-14,https://musicbrainz.org/artist/34f9a184-6aea-4bfc-babc-491289c662ff,statement
Q1476128,Q1476128$46B6FF06-CCD9-4BF6-8F11-D88C2AE82441,P570,1887-03-25,Q1985727,1887-03-27,https://musicbrainz.org/artist/ab089cd6-c0a8-40e5-81f4-0317907473ac,statement
Q1476942,Q1476942$C72B2B55-8F07-4003-A327-DCFC347ABE03,P570,1964-01-01,Q1985727,1964-04-05,https://musicbrainz.org/artist/1be86d78-6fa9-4686-aeb8-0f6932fa68c0,statement
Q1476942,Q1476942$C72B2B55-8F07-4003-A327-DCFC347ABE03,P570,1964-01-01,Q1985727,1964-04-05,https://musicbrainz.org/artist/1be86d78-6fa9-4686-aeb8-0f6932fa68c0,statement
Q1494439,Q1494439$F0933B2B-F17A-4CB8-961C-AE4DC56FD337,P570,2003-01-01,Q1985727,2003-03-27,https://musicbrainz.org/artist/241b5f4c-ef9b-4cb3-92d9-5166e69f5671,statement
Q1504576,Q1504576$43718E9A-6C85-4F5A-A2C1-774F5E3D0D87,P570,1992-04-13,Q1985727,1992-04-12,https://musicbrainz.org/artist/1d9fdf2c-7afa-4ae8-9aaf-db0d71c13cca,statement
Q1504576,Q1504576$43718E9A-6C85-4F5A-A2C1-774F5E3D0D87,P570,1992-04-13,Q1985727,1992-04-12,https://musicbrainz.org/artist/1d9fdf2c-7afa-4ae8-9aaf-db0d71c13cca,statement
Q1510675,Q1510675$41FFBB26-D8E1-4BD0-B74B-A315CED3A7E5,P570,1988-04-01,Q1985727,1988-04-28,https://musicbrainz.org/artist/74b79494-aac6-4abc-ad22-958d445b3054,statement
Q1510675,Q1510675$41FFBB26-D8E1-4BD0-B74B-A315CED3A7E5,P570,1988-04-01,Q1985727,1988-04-28,https://musicbrainz.org/artist/74b79494-aac6-4abc-ad22-958d445b3054,statement
Q1512265,Q1512265$95566BE6-DE1D-4574-9CFC-678D605A5160,P570,1969-10-23,Q1985727,1969-10-21,https://musicbrainz.org/artist/e1f8bba9-4c6e-464c-8737-ff0ad44b61b6,statement
Q1512265,Q1512265$95566BE6-DE1D-4574-9CFC-678D605A5160,P570,1969-10-23,Q1985727,1969-10-21,https://musicbrainz.org/artist/e1f8bba9-4c6e-464c-8737-ff0ad44b61b6,statement
Q1512968,Q1512968$EE8B4DF4-944A-4ADB-9678-1AADE8DEE70E,P570,1963-12-17,Q1985727,1963-02-14,https://musicbrainz.org/artist/f21efd13-8dd4-4de7-bf59-df030561069f,statement
Q1516030,Q1516030$1D09A44F-74AF-4BA5-982F-1B97E8F9AB43,P570,2001-01-01,Q1985727,2001-08-31,https://musicbrainz.org/artist/f6b281f6-d7e6-4480-a5f2-91353e8fe81d,statement
Q1526443,Q1526443$B68CCB87-97A4-4164-8C77-1FE679A6F8CB,P570,2008-03-08,Q1985727,2006-03-08,https://musicbrainz.org/artist/20c67ab3-a738-48c8-918b-d4df4fa6e679,statement
Q15431201,Q15431201$92B599D5-312F-4A18-9C81-BDAE1711C715,P570,1936-06-12,Q1985727,1936-07-12,https://musicbrainz.org/artist/7abf3e9d-ef67-41a1-bad3-bba47e5921fa,statement
Q15435644,Q15435644$D6B7C7F9-591D-46AE-98C1-7C92567550A5,P570,1585,Q1985727,1584,https://musicbrainz.org/artist/080d9780-945c-44cb-bec4-8c4c8ce5ec36,statement
Q15435644,Q15435644$D6B7C7F9-591D-46AE-98C1-7C92567550A5,P570,1585,Q1985727,1584,https://musicbrainz.org/artist/080d9780-945c-44cb-bec4-8c4c8ce5ec36,statement
Q15437529,Q15437529$1524938F-B13D-4198-ADD8-FC92671A0596,P570,2005-09-07,Q1985727,2005-09-03,https://musicbrainz.org/artist/ebdcf96e-3865-4679-a699-aee1cfd8f498,statement
Q15441102,Q15441102$0B4F8C13-B744-4246-9AE6-243CBB3175F5,P570,1950,Q1985727,1951,https://musicbrainz.org/artist/a9499173-8c3c-4a7b-950c-08ea8b7b1a7a,statement
Q15447020,Q15447020$CEF186EC-48F4-4041-AF13-5C715C1E6F67,P570,1610,Q1985727,1612,https://musicbrainz.org/artist/97fb8b04-8939-4ab2-8be3-7cd014660b2b,statement
Q1560431,Q1560431$67af9aad-430c-d5bc-f2bd-e3255c080964,P570,2015-10-04,Q1985727,2015-10-05,https://musicbrainz.org/artist/eeddcb66-c5d7-494c-8ac0-e983a4f427a5,statement
Q1564004,Q1564004$345FDECB-21AC-421B-9C33-4CB2056A9C43,P570,1967-09-23,Q1985727,1967-09-24,https://musicbrainz.org/artist/6f73a179-0fe6-4cd9-8b70-935365e68b9c,statement
Q1564004,Q1564004$345FDECB-21AC-421B-9C33-4CB2056A9C43,P570,1967-09-23,Q1985727,1967-09-24,https://musicbrainz.org/artist/6f73a179-0fe6-4cd9-8b70-935365e68b9c,statement
Q1573414,Q1573414$8a354330-40f6-29ba-42a7-58986e1a1642,P570,2022-05-15,Q1985727,2022-05-16,https://musicbrainz.org/artist/f623ecda-88e4-439b-a8be-f396015040e4,statement
Q1577761,Q1577761$A4D2CA91-8272-4719-AF42-E5DC4379569B,P570,1889-12-01,Q1985727,1889-12-14,https://musicbrainz.org/artist/5722ebc0-5733-4321-abce-1244d3123808,statement
Q1579348,Q1579348$5E64441F-490D-4F47-BF03-68E84B1C907F,P570,1970,Q1985727,1995,https://musicbrainz.org/artist/ecdf0030-79be-4c67-b6a6-3b1503d83ed2,statement
Q1579707,Q1579707$FA92BD1B-34AE-4C20-8101-E80E947F0A74,P570,2004-10-14,Q1985727,2004-10-12,https://musicbrainz.org/artist/4afe00d9-782a-4649-a897-b7e5abb4aad3,statement
Q1581233,Q1581233$81591850-187A-4935-8DEF-2CD5A67952A5,P570,1953-06-03,Q1985727,1953-06-04,https://musicbrainz.org/artist/b9ddd99d-f152-4a23-ad25-7f954c1225bb,statement
Q15815335,Q15815335$E3DBECA6-9B8B-4B12-81C1-EB4D698AE125,P570,1901,Q1985727,1913,https://musicbrainz.org/artist/b4ca0e5a-d650-445b-ab92-603bc046afc5,statement
Q1581758,Q1581758$4EC37EFF-EE48-4F08-9246-799BE9ED6893,P570,1998-09-17,Q1985727,1998-09-27,https://musicbrainz.org/artist/fd56d83b-6d11-4327-b439-a80ee6f92453,statement
Q1581758,Q1581758$4EC37EFF-EE48-4F08-9246-799BE9ED6893,P570,1998-09-17,Q1985727,1998-09-27,https://musicbrainz.org/artist/fd56d83b-6d11-4327-b439-a80ee6f92453,statement
Q1592232,Q1592232$7897A9BF-0804-499F-965C-46A46E6FDE6B,P570,1914-09-15,Q1985727,1914-11-15,https://musicbrainz.org/artist/0fd12dfe-0f14-40e9-b89c-333b0d8676b4,statement
Q1592232,Q1592232$7897A9BF-0804-499F-965C-46A46E6FDE6B,P570,1914-09-15,Q1985727,1914-11-15,https://musicbrainz.org/artist/0fd12dfe-0f14-40e9-b89c-333b0d8676b4,statement
Q1596181,Q1596181$7E062729-F32D-4572-88FE-F2BC202EB5E8,P570,1985-01-01,Q1985727,1985-08-05,https://musicbrainz.org/artist/f83ea975-6be9-457c-9de7-e802b973ad38,statement
Q1598175,Q1598175$6E990210-1662-42CD-87F6-DE77136A3DEF,P570,1936-06-18,Q1985727,1938-06-18,https://musicbrainz.org/artist/0658ef6d-59fe-4a89-806e-eb7f70e753df,statement
Q1600628,Q1600628$db323029-4dba-98b4-0572-d8c60e8a04bb,P570,2014-07-16,Q1985727,2014-07-23,https://musicbrainz.org/artist/177bcee9-32d4-4cb7-b8b9-031eeff8bb00,statement
