q_value,value1,value2
Q1231498,311d37e1-6305-4fe0-a6a7-37a377424bc8,1964-01-01T00:00:00Z
Q1233917,82d43e52-0fe6-440b-9d6f-c8cf145fdcec,1974-01-01T00:00:00Z
Q123404774,520f0786-e4df-4e61-b9ba-2c03134d8e1f,2003-01-01T00:00:00Z
Q1234401,9e82fd1f-b102-4890-a5f1-ed0af912fe01,1990-01-01T00:00:00Z
Q1234588,37b94fc8-0adf-4335-a9fa-ae7a5fc36610,2006-01-01T00:00:00Z
Q123653751,c2cd9a74-099c-4938-a463-a1d46e4ba075,2014-01-01T00:00:00Z
Q12400531,9c78873f-c6a1-4a64-8b09-2cb9d81177f0,2004-01-01T00:00:00Z
Q1241196,76212840-c096-4ba9-9f17-9ce4722a4bf1,1966-01-01T00:00:00Z
Q1242455,87a9283d-ae6a-42b0-97e5-a0e439a37c85,1987-01-01T00:00:00Z
Q124287427,c929caab-e6cd-44a5-b4e7-79f347ffa0e2,2020-01-01T00:00:00Z
Q124372645,ae61d16f-b39f-43ff-9207-aee008c3a16c,2019-01-01T00:00:00Z
Q1243743,a72c6923-c202-4dff-a500-50888625df5b,1984-01-01T00:00:00Z
Q1244124,c93f8807-c30b-44b6-8f05-6a62ec024c2e,1974-01-01T00:00:00Z
Q124813072,d86337d1-a031-4588-a318-934867b17dfc,1999-01-01T00:00:00Z
Q124963818,f9021e5d-3f01-4ce1-8d10-9a5a81978c19,2022-01-01T00:00:00Z
Q124964451,96eb65d2-8234-4302-9161-344ff0d0c333,2016-01-01T00:00:00Z
Q1249726,127af8d5-4838-4736-866f-85391be98d50,1979-01-01T00:00:00Z
Q1249726,1b342021-ce2f-49e8-a3ba-38055ce2bffe,1979-01-01T00:00:00Z
Q1250797,85d467e9-10a9-42a5-8bfc-e47b2de75f1d,1976-01-01T00:00:00Z
Q1253210,13cc5114-c93a-4a7b-bfaf-d8d5b57a0126,1996-01-01T00:00:00Z
Q1253897,fcc0e623-435b-4a46-b9b3-73823e22e1ec,1971-01-01T00:00:00Z
Q1254813,2d4bc261-0c96-4599-8c9f-81d5dc0760c7,2000-01-01T00:00:00Z
Q125603,8f92558c-2baa-4758-8c38-615519e9deda,1976-01-01T00:00:00Z
Q1256129,a10ca116-02af-4989-9a91-fb25585216f7,1993-01-01T00:00:00Z
Q1259327,faeaf235-d349-496d-9f1d-f13279280aab,1965-01-01T00:00:00Z
Q1259392,0d4bc6e5-2a3e-4fdf-8bbf-59ad0bc374d7,1996-01-01T00:00:00Z
Q126128,9de8f66e-3cd1-4f11-8328-38200f0612b0,1998-01-01T00:00:00Z
Q1262803,c648740f-f636-48c9-91a9-26e50bf49b78,1993-01-01T00:00:00Z
Q126852,34cf95c7-4be9-4efd-a48a-c2ea4a0bb114,1970-01-01T00:00:00Z
Q1269551,6b1614f1-8aec-49b7-868a-9167d9b14767,1982-01-01T00:00:00Z
Q1278069,5aca49f3-3661-4280-83de-32ce88fc95e3,1967-01-01T00:00:00Z
Q1281029,b15f5684-f132-43a1-a577-f7f7986b31a0,1966-01-01T00:00:00Z
Q1284998,6080fe70-84e9-43ae-98b7-94b4c4d6b5c3,1984-01-01T00:00:00Z
Q1286161,da6fd5ba-a8a9-4783-adc3-80926d9d3c45,1969-01-01T00:00:00Z
Q1286395,7bd92ac9-6b2e-4e88-812a-60499ec60a9d,1999-01-01T00:00:00Z
Q1286899,95bab79d-e5e8-4d7a-9368-d51430763c69,2006-01-01T00:00:00Z
Q1290696,5221de81-b3cb-48d6-8e60-7c04b5daf02a,2003-01-01T00:00:00Z
Q1293555,035d7568-7429-426a-b53d-53eadae5c775,2008-01-01T00:00:00Z
Q1294961,1cf1db8f-06bc-4c02-a608-4fc7980bbfcc,1986-01-01T00:00:00Z
Q1295687,87ebbe67-3910-4521-a418-4fe53eb912b7,2003-01-01T00:00:00Z
Q1296293,065670d4-a82f-47e2-886a-fdbf5abf63bc,2010-01-01T00:00:00Z
Q1297117,0452a81f-537a-403d-a8bc-ab7921439bcb,2002-01-01T00:00:00Z
Q1297270,6f49184a-8757-48d7-9145-f773ea572188,1979-01-01T00:00:00Z
Q1299,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,1960-01-01T00:00:00Z
Q1300077,5eea3eaa-87e9-4f65-aa64-8dade115062d,1968-01-01T00:00:00Z
Q1303048,55d648e3-60d0-4fce-851d-cf6fb1c4e398,1999-01-01T00:00:00Z
Q1303561,dd6d18bf-56a7-4359-8ef2-28178a3b8c7c,1983-01-01T00:00:00Z
Q1304686,03e57b38-65b7-45ba-b8ac-6fa608c060d7,1996-01-01T00:00:00Z
Q1309275,ca3bea8d-1882-4b26-b8bf-db9916d2686d,2007-01-01T00:00:00Z
Q1310839,f200e1a5-43c6-42e1-a715-d9742d6559ef,1962-01-01T00:00:00Z
Q13132453,025ab001-9e6c-408f-bdbb-2a3e210f9f99,1967-01-01T00:00:00Z
Q1320323,4306a798-e2f8-4192-9a45-2fd41cdae60c,1991-01-01T00:00:00Z
Q1321196,6c0af379-efc0-401b-9840-4ccc18967446,1989-01-01T00:00:00Z
Q1323653,436ef7cb-ffeb-4516-99df-b160f9b8323c,2008-01-01T00:00:00Z
Q1324761,86aa555e-3035-4493-a28f-1f1fac9f0473,2011-01-01T00:00:00Z
Q1324859,589eaaba-5b37-497f-86ac-514d1a303eaf,1967-01-01T00:00:00Z
Q1325974,da7d57e6-0619-4f0f-8d15-d0b4195c3f55,1993-01-01T00:00:00Z
Q1327743,201b9c59-fcd8-4ffd-8efe-2bc41a74c494,1993-01-01T00:00:00Z
Q1330725,6b8dd132-4321-434e-bd6e-b4074a57f91f,1977-01-01T00:00:00Z
Q1331605,5bdb38bd-5c5b-4d0f-8901-8bbe1d7062d8,2007-01-01T00:00:00Z
Q1331669,3c796728-9189-48fb-9ba2-e527ae02a4fe,1966-01-01T00:00:00Z
Q1332301,758f5585-7633-4398-8df2-b4be04cccf24,2005-01-01T00:00:00Z
Q1332477,a712f07b-cab0-4bba-847a-91d0cd32c6a1,1972-01-01T00:00:00Z
Q1333249,b5730959-d279-43a1-8021-5b72d6cd17e5,2007-01-01T00:00:00Z
Q1333641,4e64d1a0-3a9c-472b-a237-a34f3d2e895b,1989-01-01T00:00:00Z
Q133405,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,1958-01-01T00:00:00Z
Q1334905,7f7797c0-169a-4961-8c2f-d1b7892f868c,1981-01-01T00:00:00Z
Q1334905,7f7797c0-169a-4961-8c2f-d1b7892f868c,1988-01-01T00:00:00Z
Q1335550,9a78e16a-2e3b-44b5-8aee-4546f4f4177f,1985-01-01T00:00:00Z
Q1343387,abf42300-50a9-4bc1-aa8d-95aa0f104202,1966-01-01T00:00:00Z
